Hours_Studied,Attendance,Parental_Involvement,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Gender,Exam_Score,Study_Efficiency,Wellness_Index
18,84,Low,6,98,Low,3,Medium,Medium,Public,3,No,High School,Male,69,1512,9.0
18,64,Medium,6,51,Medium,2,Low,Medium,Public,1,No,High School,Female,62,1152,3.0
17,89,Medium,6,82,Medium,3,Medium,Medium,Private,3,No,College,Female,70,1513,9.0
13,100,Low,4,54,Low,3,Low,Low,Public,2,No,High School,Female,65,1300,4.0
31,82,Medium,5,98,Medium,0,Low,Low,Public,3,No,High School,Male,71,2542,7.5
29,93,Medium,5,93,Medium,2,Low,Medium,Public,3,No,Postgraduate,Female,74,2697,7.5
18,97,Medium,8,67,Medium,1,Medium,High,Public,3,No,High School,Male,70,1746,12.0
21,100,Medium,5,58,Medium,2,Medium,Medium,Private,2,No,High School,Male,69,2100,5.0
20,76,Medium,9,64,Low,2,Low,Medium,Public,2,No,College,Male,64,1520,9.0
16,100,Medium,8,65,High,1,High,Medium,Public,2,Yes,College,Female,69,1600,8.0
26,66,High,5,82,Medium,1,Low,Medium,Public,3,No,High School,Female,68,1716,7.5
21,70,Medium,7,90,Medium,1,Low,Medium,Public,4,No,High School,Male,63,1470,14.0
17,64,Medium,6,60,Medium,1,Medium,Medium,Private,2,Yes,High School,Male,61,1088,6.0
12,71,Medium,8,54,Medium,0,Low,Low,Public,5,No,College,Male,61,852,20.0
15,91,Medium,10,61,Medium,0,Low,High,Public,4,No,High School,Male,65,1365,20.0
10,94,Medium,9,65,Medium,3,Low,Low,Private,2,No,High School,Female,65,940,9.0
20,91,High,6,64,High,0,High,Medium,Private,3,Yes,High School,Female,69,1820,9.0
13,85,High,7,61,High,3,Medium,High,Public,2,No,High School,Female,69,1105,7.0
18,81,Low,9,73,Medium,1,High,Medium,Public,2,No,High School,Male,65,1458,9.0
28,88,Low,8,93,Medium,3,Low,Medium,Public,1,No,Postgraduate,Female,72,2464,4.0
27,76,High,9,55,Medium,3,Low,Medium,Private,0,No,High School,Female,69,2052,0.0
20,94,High,8,93,Low,1,Medium,Medium,Public,3,No,College,Female,71,1880,12.0
19,87,Medium,7,75,Medium,2,Low,Low,Public,3,No,High School,Female,67,1653,10.5
31,88,Medium,7,83,Medium,0,Low,Medium,Private,2,No,High School,Male,72,2728,7.0
23,81,High,5,91,Low,0,High,High,Public,3,Yes,High School,Female,70,1863,7.5
18,95,Low,6,65,High,1,Low,High,Public,3,No,High School,Female,68,1710,9.0
11,70,Medium,6,98,Medium,3,High,Medium,Private,4,No,Postgraduate,Female,66,770,12.0
25,91,High,7,76,Low,1,Low,High,Private,3,No,College,Female,71,2275,10.5
16,80,Low,7,63,High,2,Low,Medium,Private,3,No,High School,Male,63,1280,10.5
22,96,Medium,7,70,Medium,2,Medium,Medium,Private,4,No,College,Male,70,2112,14.0
18,74,Medium,8,72,High,1,Low,High,Public,2,No,College,Male,65,1332,8.0
19,75,High,6,96,Medium,2,Medium,Medium,Public,4,No,High School,Female,70,1425,12.0
5,96,Medium,8,72,Low,3,Medium,Medium,Public,5,No,High School,Male,65,480,20.0
19,79,High,9,85,Medium,0,Medium,Medium,Public,2,No,High School,Male,68,1501,9.0
26,81,High,8,98,Low,1,Medium,Low,Private,2,Yes,High School,Female,69,2106,8.0
16,73,Medium,6,75,High,3,Medium,Medium,Public,3,No,High School,Female,66,1168,9.0
20,71,Low,8,70,Medium,0,Medium,High,Private,3,No,High School,Female,62,1420,12.0
15,86,Medium,8,99,High,2,Medium,Medium,Public,5,No,High School,Male,70,1290,20.0
22,65,High,8,91,Medium,2,High,Medium,Public,2,No,College,Female,65,1430,8.0
19,95,Low,9,97,Low,0,Medium,Medium,Public,2,No,Postgraduate,Male,71,1805,9.0
14,91,Medium,8,70,Medium,2,Low,Medium,Private,0,No,Postgraduate,Male,68,1274,0.0
28,68,Low,9,85,Medium,0,Medium,Medium,Public,3,No,Postgraduate,Male,65,1904,13.5
26,88,Low,7,62,High,1,High,High,Private,2,No,High School,Female,70,2288,7.0
16,84,Medium,6,93,Medium,0,High,Medium,Public,3,No,High School,Male,69,1344,9.0
23,67,Medium,9,97,Medium,1,Medium,Medium,Private,3,No,College,Male,66,1541,13.5
23,71,Medium,6,63,Low,1,Low,High,Public,5,No,High School,Male,66,1633,15.0
24,76,High,10,55,Low,2,Low,Medium,Public,4,No,High School,Male,67,1824,20.0
10,88,Low,9,60,Medium,1,Low,Medium,Public,3,No,High School,Female,63,880,13.5
26,86,Low,7,82,Medium,2,Low,Medium,Private,3,No,High School,Female,70,2236,10.5
17,81,High,9,64,Medium,0,High,Medium,Public,3,Yes,High School,Male,65,1377,13.5
18,91,Medium,8,82,Medium,3,Medium,Medium,Private,2,No,High School,Male,70,1638,8.0
36,90,Medium,5,68,Low,1,Low,High,Public,2,No,High School,Male,74,3240,5.0
22,85,High,6,96,Medium,0,Low,Medium,Public,3,No,High School,Female,69,1870,9.0
18,91,High,7,73,Low,0,Low,Medium,Public,4,No,College,Male,68,1638,14.0
7,73,Medium,7,75,Medium,1,High,High,Private,3,No,College,Male,64,511,10.5
28,95,High,9,67,Low,2,Medium,Medium,Public,3,No,High School,Male,73,2660,13.5
14,93,Medium,5,75,Low,0,Medium,High,Public,3,No,High School,Male,65,1302,7.5
18,82,High,6,89,High,0,Medium,Medium,Private,1,Yes,College,Male,66,1476,3.0
28,69,Medium,8,98,Medium,0,Medium,Medium,Public,5,No,High School,Male,67,1932,20.0
25,82,Medium,4,54,Medium,0,Medium,Medium,Public,3,No,High School,Male,67,2050,6.0
19,75,Medium,5,90,High,0,Medium,Medium,Private,3,No,Postgraduate,Female,66,1425,7.5
22,88,Medium,6,63,Low,3,Low,Medium,Public,3,No,Postgraduate,Male,69,1936,9.0
21,93,Medium,7,67,High,2,Low,Medium,Public,3,No,College,Female,68,1953,10.5
20,87,Low,8,56,Medium,1,High,Medium,Public,1,No,College,Female,64,1740,4.0
26,87,Medium,7,81,Medium,1,High,Medium,Public,2,No,High School,Male,70,2262,7.0
26,69,Medium,7,95,Medium,1,Low,Medium,Public,4,No,Postgraduate,Female,67,1794,14.0
23,99,Low,6,59,Medium,1,Medium,Medium,Public,3,No,High School,Male,68,2277,9.0
18,94,Medium,8,51,Medium,0,High,Medium,Public,3,Yes,College,Female,67,1692,12.0
24,92,High,5,94,Low,1,Medium,Medium,Public,2,No,Postgraduate,Female,73,2208,5.0
19,73,Medium,7,85,Medium,1,Medium,Medium,Public,3,No,High School,Male,65,1387,10.5
14,81,Medium,9,90,Medium,3,High,High,Public,3,No,Postgraduate,Male,69,1134,13.5
18,65,Medium,6,53,Medium,1,Medium,Medium,Private,3,Yes,Postgraduate,Male,63,1170,9.0
21,82,Medium,5,95,Medium,3,Low,Low,Public,4,No,High School,Female,68,1722,10.0
25,66,Medium,4,71,High,0,Medium,Medium,Public,3,Yes,High School,Female,64,1650,6.0
19,82,Low,8,95,Medium,2,Low,High,Public,4,Yes,Postgraduate,Female,68,1558,16.0
13,86,Medium,8,53,Medium,2,Low,High,Public,4,No,High School,Male,66,1118,16.0
20,76,Medium,6,94,Low,2,Low,High,Public,3,Yes,High School,Male,65,1520,9.0
21,95,Low,7,78,High,2,Low,High,Public,2,Yes,High School,Male,69,1995,7.0
26,64,Low,9,53,Medium,2,Low,High,Public,4,No,College,Male,64,1664,18.0
26,92,High,5,84,High,0,Medium,High,Public,2,No,Postgraduate,Male,74,2392,5.0
16,67,High,9,80,Medium,1,Low,High,Public,3,No,High School,Female,64,1072,13.5
16,61,Medium,4,86,Medium,3,Medium,High,Public,4,No,High School,Female,63,976,8.0
14,67,High,5,86,Medium,0,High,Medium,Public,4,No,College,Female,64,938,10.0
24,91,Medium,7,72,Medium,3,Medium,High,Public,3,No,High School,Male,71,2184,10.5
29,76,Low,8,60,Medium,2,Medium,Medium,Public,3,No,High School,Female,68,2204,12.0
19,81,Medium,8,96,High,1,Low,Medium,Private,4,No,Postgraduate,Male,67,1539,16.0
29,61,Medium,9,61,Medium,0,Low,Medium,Private,3,No,High School,Male,64,1769,13.5
23,89,Medium,7,82,Medium,2,High,High,Public,1,No,College,Male,70,2047,3.5
23,64,High,6,60,Low,2,Medium,Medium,Public,3,No,College,Female,65,1472,9.0
13,92,High,9,93,High,2,High,Medium,Public,2,No,College,Male,69,1196,9.0
24,67,High,9,55,High,2,Low,Low,Public,2,No,College,Male,65,1608,9.0
14,74,High,8,100,Medium,1,Low,Medium,Public,3,No,College,Male,66,1036,12.0
13,90,High,8,81,Medium,0,Medium,Medium,Public,3,No,High School,Female,67,1170,12.0
18,98,Medium,9,51,Medium,1,High,Medium,Public,4,No,College,Male,68,1764,18.0
16,75,Medium,8,94,Medium,0,Medium,Medium,Private,3,No,High School,Male,65,1200,12.0
19,93,Medium,7,84,High,0,Medium,Low,Public,2,No,College,Male,68,1767,7.0
11,68,Medium,8,85,High,2,Medium,Medium,Public,2,No,College,Male,63,748,8.0
26,92,Medium,8,64,Medium,1,Medium,Medium,Private,5,No,High School,Male,71,2392,20.0
27,86,High,8,67,Medium,1,Low,Medium,Public,4,No,College,Male,71,2322,16.0
8,68,High,7,96,Medium,2,Low,High,Public,3,No,Postgraduate,Female,65,544,10.5
26,72,Medium,8,82,Medium,2,Medium,Low,Public,2,No,Postgraduate,Female,65,1872,8.0
15,65,Medium,8,51,Medium,1,High,Medium,Public,3,No,High School,Female,61,975,12.0
25,75,High,7,66,Low,0,Low,High,Public,4,No,High School,Male,68,1875,14.0
20,86,Low,9,57,Medium,0,Medium,High,Public,4,No,High School,Male,66,1720,18.0
19,100,High,5,55,Low,2,Low,Medium,Public,4,No,High School,Male,69,1900,10.0
27,60,High,6,53,Low,3,Low,Low,Private,2,No,High School,Female,65,1620,6.0
13,82,Medium,7,82,Medium,1,Low,Low,Public,3,No,High School,Female,65,1066,10.5
24,83,High,4,66,High,2,Medium,High,Private,4,Yes,Postgraduate,Male,70,1992,8.0
27,97,Medium,9,69,Medium,1,Low,Medium,Private,2,No,High School,Female,70,2619,9.0
24,80,Medium,7,53,Medium,2,Low,Medium,Public,4,Yes,High School,Female,67,1920,14.0
34,82,Medium,9,87,High,3,Low,Medium,Public,4,No,High School,Female,75,2788,18.0
17,79,Low,10,88,Low,3,Medium,High,Private,3,No,High School,Female,65,1343,15.0
26,71,Medium,7,91,Medium,2,Low,Medium,Private,3,No,High School,Female,66,1846,10.5
19,62,High,9,83,High,2,Medium,Medium,Public,3,No,College,Male,67,1178,13.5
27,76,Low,5,89,Low,0,Low,Medium,Private,4,No,Postgraduate,Male,67,2052,10.0
20,62,Low,8,79,High,2,Low,Medium,Public,1,No,High School,Female,62,1240,4.0
18,82,Medium,6,75,Medium,0,Low,Medium,Private,4,No,College,Male,66,1476,12.0
28,72,Low,8,63,Low,1,Low,High,Public,2,No,High School,Male,66,2016,8.0
17,81,High,8,53,High,0,Medium,Medium,Public,2,No,High School,Male,64,1377,8.0
12,65,Low,7,65,Medium,2,Medium,Medium,Public,2,No,High School,Male,60,780,7.0
17,97,Medium,8,84,Medium,3,Low,Low,Private,3,No,Postgraduate,Female,70,1649,12.0
24,96,Medium,8,96,Medium,2,Low,Low,Public,3,No,College,Female,72,2304,12.0
28,68,High,7,63,Medium,0,Low,High,Public,2,No,College,Male,67,1904,7.0
21,74,Medium,10,83,Low,1,High,Medium,Public,3,No,High School,Female,67,1554,15.0
28,85,Medium,7,74,Medium,1,Medium,High,Public,3,No,Postgraduate,Female,72,2380,10.5
12,64,High,9,81,Medium,1,High,High,Public,3,No,High School,Male,63,768,13.5
17,74,Low,9,50,Medium,0,Low,High,Public,2,No,High School,Female,60,1258,9.0
18,70,Medium,4,56,Medium,1,High,High,Public,4,No,High School,Male,65,1260,8.0
19,97,High,9,61,High,2,Medium,High,Public,1,No,Postgraduate,Male,72,1843,4.5
21,94,Medium,9,95,Low,0,Medium,High,Private,3,No,High School,Male,70,1974,13.5
24,83,High,7,52,High,1,Medium,High,Public,4,No,College,Female,71,1992,14.0
17,81,Low,8,78,Low,1,Low,High,Private,4,No,College,Male,66,1377,16.0
21,97,Low,8,96,High,2,Low,High,Public,4,No,College,Female,72,2037,16.0
20,97,Low,9,83,High,3,Medium,High,Public,3,No,Postgraduate,Female,73,1940,13.5
14,99,High,6,74,Medium,2,Medium,Medium,Public,3,No,College,Male,71,1386,9.0
19,66,Medium,5,81,Medium,1,High,Medium,Private,3,No,College,Male,66,1254,7.5
19,87,Medium,4,74,High,1,High,Medium,Public,3,No,College,Male,69,1653,6.0
20,82,Low,8,85,Low,1,Medium,High,Private,3,Yes,Postgraduate,Female,66,1640,12.0
20,61,Medium,9,81,Medium,0,High,High,Public,2,Yes,High School,Male,63,1220,9.0
17,62,Medium,7,78,Medium,0,Medium,High,Public,3,No,High School,Male,62,1054,10.5
13,95,High,5,92,Low,1,Medium,Medium,Private,2,No,College,Female,71,1235,5.0
16,74,High,8,80,Medium,0,Low,Medium,Public,4,No,Postgraduate,Female,66,1184,16.0
14,84,High,9,86,High,1,Low,Medium,Private,4,No,High School,Female,68,1176,18.0
12,92,High,7,90,Medium,2,Medium,High,Public,5,No,High School,Male,69,1104,17.5
24,77,Medium,6,65,High,2,Medium,High,Private,3,No,High School,Male,68,1848,9.0
8,65,Medium,7,83,Low,3,Medium,Medium,Public,4,No,High School,Female,60,520,14.0
11,82,High,7,97,Low,2,High,Medium,Public,3,No,College,Male,69,902,10.5
8,64,Medium,7,66,Medium,1,Low,Medium,Private,3,No,College,Male,60,512,10.5
11,100,High,8,58,High,1,Low,Medium,Private,3,No,College,Female,70,1100,12.0
27,68,High,8,70,High,0,Medium,Medium,Private,3,No,Postgraduate,Male,68,1836,12.0
17,81,High,7,61,Medium,2,High,Medium,Public,2,No,College,Female,67,1377,7.0
24,81,Medium,7,71,High,1,Medium,High,Public,3,No,College,Male,70,1944,10.5
28,78,High,7,86,Low,0,Low,High,Public,2,No,College,Male,69,2184,7.0
31,91,Medium,7,94,High,2,High,High,Public,3,No,High School,Male,75,2821,10.5
19,81,Medium,10,56,Low,1,Medium,High,Public,3,No,High School,Male,65,1539,15.0
6,84,Medium,6,88,Medium,1,Low,Medium,Private,5,No,Postgraduate,Male,65,504,15.0
15,89,Medium,6,55,Medium,1,Medium,Medium,Public,4,No,Postgraduate,Male,66,1335,12.0
17,61,High,9,69,High,1,Medium,High,Public,3,No,High School,Male,64,1037,13.5
18,83,Low,8,100,Medium,1,Low,High,Private,2,No,High School,Female,66,1494,8.0
19,95,Medium,8,53,Medium,3,Low,Medium,Public,1,No,High School,Female,70,1805,4.0
27,61,High,5,51,High,1,Low,Medium,Private,1,No,College,Male,63,1647,2.5
28,76,Low,7,67,High,1,High,Low,Public,4,No,College,Male,66,2128,14.0
19,97,Low,8,98,Low,1,Medium,Medium,Public,3,No,College,Female,71,1843,12.0
27,74,Medium,6,51,High,2,Medium,Medium,Private,4,No,High School,Male,68,1998,12.0
22,78,Medium,8,61,Medium,2,High,Medium,Public,5,No,High School,Male,68,1716,20.0
20,99,Low,7,80,High,0,Medium,High,Public,3,No,Postgraduate,Male,71,1980,10.5
25,68,Low,6,62,Low,1,Low,High,Private,4,No,College,Female,63,1700,12.0
20,63,Low,9,53,Low,1,Medium,Medium,Public,4,No,High School,Male,60,1260,18.0
32,94,Medium,9,53,Medium,1,Medium,Medium,Public,3,No,High School,Female,73,3008,13.5
17,79,High,8,78,Medium,2,High,Medium,Public,5,No,High School,Female,70,1343,20.0
19,81,Medium,9,85,Medium,1,Low,Medium,Public,1,No,High School,Male,66,1539,4.5
23,93,High,6,57,Medium,1,High,Medium,Public,2,No,Postgraduate,Female,72,2139,6.0
28,90,High,8,75,Medium,1,Low,High,Public,3,Yes,High School,Male,70,2520,12.0
20,71,High,6,80,Medium,2,High,Low,Public,3,No,High School,Male,68,1420,9.0
11,61,Medium,5,61,Medium,3,Medium,High,Public,0,Yes,Postgraduate,Male,60,671,0.0
25,79,High,6,77,Low,2,Low,High,Public,3,No,High School,Male,68,1975,9.0
25,94,High,5,85,High,1,Medium,Medium,Public,2,No,College,Female,74,2350,5.0
8,96,Medium,8,100,High,1,High,Medium,Public,4,No,High School,Male,68,768,16.0
10,95,Medium,5,93,High,0,Low,High,Public,3,No,High School,Male,69,950,7.5
15,78,Medium,8,97,Medium,1,Medium,Medium,Public,4,No,Postgraduate,Male,68,1170,16.0
25,91,Medium,7,86,Medium,0,Medium,Medium,Public,5,No,High School,Female,70,2275,17.5
21,90,Medium,8,61,Medium,1,High,Medium,Public,4,No,Postgraduate,Female,69,1890,16.0
12,82,High,6,65,Low,3,Medium,Medium,Private,3,No,High School,Female,64,984,9.0
25,63,Medium,6,89,High,1,Medium,High,Private,4,No,High School,Male,65,1575,12.0
11,97,Medium,8,76,High,2,Medium,High,Public,2,No,High School,Female,69,1067,8.0
22,78,Medium,9,63,High,2,Medium,High,Public,4,No,High School,Male,67,1716,18.0
15,75,Medium,6,83,Low,1,High,Medium,Private,2,No,High School,Female,65,1125,6.0
18,85,Medium,6,95,High,2,Low,Low,Private,4,No,College,Female,70,1530,12.0
23,87,High,8,68,Medium,0,High,High,Private,3,No,College,Male,68,2001,12.0
23,68,Medium,8,80,Medium,1,Medium,Low,Public,1,No,High School,Female,65,1564,4.0
28,93,Medium,7,79,High,0,Medium,Medium,Public,4,No,Postgraduate,Male,74,2604,14.0
22,67,High,10,55,Medium,1,Low,Medium,Public,2,No,High School,Male,65,1474,10.0
17,76,High,8,94,Medium,3,Medium,Medium,Public,4,No,High School,Female,68,1292,16.0
21,89,Medium,6,97,Medium,1,Low,Medium,Private,3,No,Postgraduate,Female,68,1869,9.0
19,92,High,6,70,High,2,Medium,Medium,Private,3,No,High School,Female,71,1748,9.0
9,98,High,9,64,Medium,1,Low,Medium,Private,3,No,High School,Male,67,882,13.5
22,66,Medium,6,97,Low,0,High,Low,Public,3,No,High School,Female,64,1452,9.0
22,63,Low,7,94,Medium,0,Medium,Medium,Public,3,Yes,High School,Male,61,1386,10.5
16,82,Medium,6,91,Medium,0,Low,Medium,Public,3,No,High School,Female,66,1312,9.0
12,72,Medium,7,67,Low,0,Low,Medium,Public,2,No,High School,Female,61,864,7.0
23,87,Low,8,88,High,2,Medium,High,Public,3,No,High School,Male,70,2001,12.0
19,99,Low,7,79,Medium,2,Low,Medium,Private,2,No,Postgraduate,Male,70,1881,7.0
13,70,Medium,7,80,High,1,High,Medium,Public,4,No,College,Female,63,910,14.0
15,79,High,6,88,Medium,3,High,Medium,Public,3,No,Postgraduate,Male,69,1185,9.0
28,80,High,7,88,Medium,2,High,Medium,Public,2,No,High School,Male,72,2240,7.0
21,70,Medium,5,62,Medium,2,Low,High,Public,2,No,High School,Female,66,1470,5.0
17,84,High,9,70,Medium,1,High,Medium,Public,4,No,High School,Male,68,1428,18.0
23,78,Medium,7,89,Medium,1,Medium,Low,Public,3,No,High School,Male,67,1794,10.5
15,78,Medium,9,63,Medium,2,Medium,Medium,Private,3,No,Postgraduate,Female,65,1170,13.5
29,75,Low,7,96,Low,2,Low,Medium,Public,3,No,High School,Male,68,2175,10.5
28,61,High,4,92,Low,1,Medium,High,Private,4,No,College,Female,68,1708,8.0
17,81,High,6,95,High,2,Medium,Medium,Private,3,No,High School,Male,69,1377,9.0
16,73,High,7,65,Low,1,Medium,Medium,Private,4,No,College,Male,66,1168,14.0
11,72,High,8,55,High,0,Medium,Low,Public,3,Yes,College,Male,60,792,12.0
12,71,High,7,78,High,3,Low,Medium,Public,4,No,College,Female,67,852,14.0
21,76,Medium,6,65,Low,2,Low,High,Public,2,No,High School,Female,65,1596,6.0
18,65,High,6,63,High,1,Low,Medium,Public,2,No,High School,Male,62,1170,6.0
12,80,Medium,6,61,Medium,0,High,High,Private,2,No,High School,Male,65,960,6.0
18,88,High,8,78,Medium,0,Medium,Medium,Public,2,No,College,Male,69,1584,8.0
23,85,Low,8,77,Medium,0,High,Medium,Public,4,No,College,Male,70,1955,16.0
23,92,Low,6,71,High,2,Low,Medium,Public,2,No,High School,Male,70,2116,6.0
9,78,High,9,57,Low,1,Low,High,Public,5,No,High School,Female,63,702,22.5
19,81,Low,8,96,High,0,Medium,High,Public,4,No,Postgraduate,Male,69,1539,16.0
12,92,Low,6,71,Low,0,Medium,High,Private,4,No,High School,Male,64,1104,12.0
25,77,Medium,7,56,Medium,1,Low,Medium,Public,3,No,Postgraduate,Male,69,1925,10.5
25,88,High,8,52,Low,1,Medium,Medium,Public,2,No,High School,Male,70,2200,8.0
15,77,Medium,5,58,Medium,1,Low,Medium,Public,3,No,College,Female,64,1155,7.5
15,77,High,5,65,Low,2,Low,Medium,Public,4,Yes,Postgraduate,Male,65,1155,10.0
17,90,High,8,82,Medium,0,Medium,High,Public,4,No,College,Male,70,1530,16.0
6,67,Medium,6,99,Low,0,Medium,Medium,Private,2,No,College,Male,60,402,6.0
22,74,Medium,9,64,High,3,Medium,Medium,Public,3,No,High School,Female,68,1628,13.5
18,69,Low,10,89,Low,2,Low,High,Public,1,Yes,High School,Male,61,1242,5.0
26,74,Medium,8,96,Medium,2,Medium,High,Private,3,No,High School,Female,68,1924,12.0
13,69,Medium,8,70,Medium,1,High,High,Private,3,No,High School,Male,61,897,12.0
16,83,Low,5,63,Low,2,High,Medium,Private,3,Yes,High School,Female,64,1328,7.5
11,92,Medium,5,75,Medium,2,Medium,Medium,Public,3,No,High School,Female,66,1012,7.5
14,91,Medium,7,95,Medium,2,High,High,Public,2,No,High School,Male,70,1274,7.0
13,75,High,5,51,Medium,3,Medium,Medium,Private,3,No,High School,Female,65,975,7.5
26,100,Medium,7,74,High,1,Medium,Medium,Public,2,No,High School,Female,74,2600,7.0
16,84,High,6,88,Low,1,Medium,Medium,Private,1,Yes,High School,Male,66,1344,3.0
21,76,Low,7,80,High,3,Low,Medium,Public,2,Yes,College,Male,65,1596,7.0
18,93,Low,7,75,High,1,High,Medium,Private,1,No,College,Female,69,1674,3.5
19,90,Low,7,81,Medium,2,Medium,Medium,Private,2,No,High School,Female,69,1710,7.0
24,68,High,6,84,Medium,1,Low,High,Public,4,No,High School,Female,66,1632,12.0
13,79,Medium,5,68,Medium,2,High,Medium,Private,3,No,High School,Female,63,1027,7.5
25,94,Medium,7,76,Medium,1,Low,High,Private,2,Yes,High School,Female,69,2350,7.0
15,80,Medium,4,64,Medium,1,Medium,Medium,Public,1,No,High School,Male,65,1200,2.0
17,87,Medium,9,99,Medium,1,Medium,Low,Private,3,No,High School,Male,67,1479,13.5
23,84,Medium,8,59,Low,1,Low,High,Public,4,Yes,Postgraduate,Female,66,1932,16.0
16,94,Low,8,58,Medium,2,Low,Medium,Public,3,Yes,College,Male,67,1504,12.0
20,71,Low,6,63,High,1,Low,Medium,Public,2,No,College,Male,65,1420,6.0
18,83,Medium,8,96,Low,0,Medium,High,Public,4,Yes,Postgraduate,Female,69,1494,16.0
21,65,Low,6,83,Medium,3,Low,High,Public,5,No,High School,Male,65,1365,15.0
6,88,High,7,73,Medium,3,Low,Medium,Private,3,No,College,Male,67,528,10.5
9,89,Medium,6,96,Medium,0,High,Low,Public,4,No,High School,Male,66,801,12.0
24,62,Low,7,95,Medium,1,High,Low,Public,3,No,College,Female,64,1488,10.5
26,87,Medium,5,70,Low,1,Low,Medium,Private,2,No,High School,Female,70,2262,5.0
15,77,Medium,7,78,Medium,0,Low,High,Public,3,No,High School,Male,65,1155,10.5
19,65,Low,5,95,Medium,2,Medium,High,Private,4,No,College,Male,65,1235,10.0
22,77,Low,10,66,Medium,2,Low,Medium,Public,3,No,College,Male,64,1694,15.0
24,68,Medium,7,70,Low,1,Low,Low,Public,3,No,College,Male,64,1632,10.5
8,77,Medium,7,90,Low,1,Medium,Medium,Public,0,No,High School,Male,61,616,0.0
15,75,High,8,85,Medium,1,Low,High,Public,3,No,High School,Male,65,1125,12.0
24,91,Low,6,56,Medium,1,Low,High,Public,2,No,College,Male,70,2184,6.0
19,61,Medium,7,51,Low,1,Low,High,Public,1,No,High School,Female,60,1159,3.5
12,97,High,6,96,Medium,2,Low,High,Public,2,No,Postgraduate,Female,71,1164,6.0
22,87,High,8,64,Medium,2,Medium,High,Public,3,No,High School,Female,70,1914,12.0
28,61,Low,7,80,Low,2,Medium,Medium,Public,4,No,Postgraduate,Female,67,1708,14.0
21,93,Medium,8,78,Medium,0,Low,Medium,Private,3,No,High School,Male,68,1953,12.0
15,68,High,8,70,Medium,3,Medium,High,Public,3,No,High School,Female,64,1020,12.0
26,83,High,6,52,Medium,0,Low,High,Public,3,No,High School,Male,67,2158,9.0
24,79,Low,7,60,Low,0,Low,High,Public,3,No,Postgraduate,Female,65,1896,10.5
14,77,Medium,4,81,Low,3,Medium,Medium,Private,3,No,College,Female,66,1078,6.0
22,96,Medium,6,72,Low,1,High,Medium,Public,4,No,College,Female,72,2112,12.0
26,77,Low,7,71,High,3,High,Medium,Public,3,No,High School,Female,69,2002,10.5
27,63,Medium,8,55,Low,1,Medium,Medium,Private,3,No,Postgraduate,Female,65,1701,12.0
